证券代码	时间	红股(10送)	配股(10配)	配股价	红利(10送)
SH500005	20090410	0.0000	0.0000	0.0000	3.3300
SH500005	20080411	0.0000	0.0000	0.0000	10.5000
SH500005	20070831	0.0000	0.0000	0.0000	2.6500
SH500005	20070405	0.0000	0.0000	0.0000	3.1960
SH500005	20020405	0.0000	0.0000	0.0000	0.0300
SH500005	20010406	0.0000	0.0000	0.0000	3.3000
SH500005	20000404	0.0000	0.0000	0.0000	1.5000
SH500006	20110408	0.0000	0.0000	0.0000	0.7100
SH500006	20100401	0.0000	0.0000	0.0000	6.7000
SH500006	20090403	0.0000	0.0000	0.0000	2.1000
SH500006	20080409	0.0000	0.0000	0.0000	10.9000
SH500006	20070821	0.0000	0.0000	0.0000	2.0000
SH500006	20070404	0.0000	0.0000	0.0000	4.3000
SH500006	20060406	0.0000	0.0000	0.0000	0.1500
SH500006	20050404	0.0000	0.0000	0.0000	0.4900
SH500006	20040416	0.0000	0.0000	0.0000	0.4000
SH500006	20020405	0.0000	0.0000	0.0000	0.0700
SH500006	20010406	0.0000	0.0000	0.0000	4.8500
SH500006	20000406	0.0000	0.0000	0.0000	3.9000
SH500006	19990406	0.0000	0.0000	0.0000	0.2100
SH500008	20110407	0.0000	0.0000	0.0000	1.3900
SH500008	20100201	0.0000	0.0000	0.0000	5.3100
SH500008	20080425	0.0000	0.0000	0.0000	3.0000
SH500008	20080416	0.0000	0.0000	0.0000	4.0000
SH500008	20080403	0.0000	0.0000	0.0000	4.0000
SH500008	20080320	0.0000	0.0000	0.0000	6.6500
SH500008	20070906	0.0000	0.0000	0.0000	2.5000
SH500008	20070406	0.0000	0.0000	0.0000	2.7400
SH500008	20070118	0.0000	0.0000	0.0000	2.0000
SH500008	20050405	0.0000	0.0000	0.0000	1.4100
SH500008	20040406	0.0000	0.0000	0.0000	1.3000
SH500008	20020408	0.0000	0.0000	0.0000	0.9100
SH500008	20010406	0.0000	0.0000	0.0000	3.8500
SH500008	20000407	0.0000	0.0000	0.0000	4.0600
SH500008	19990406	0.0000	0.0000	0.0000	0.2200
SH500009	20110324	0.0000	0.0000	0.0000	2.1000
SH500009	20100401	0.0000	0.0000	0.0000	6.0000
SH500009	20080410	0.0000	0.0000	0.0000	9.3000
SH500009	20080125	0.0000	0.0000	0.0000	3.0000
SH500009	20071008	0.0000	0.0000	0.0000	2.0000
SH500009	20070621	0.0000	0.0000	0.0000	2.0000
SH500009	20070406	0.0000	0.0000	0.0000	6.8000
SH500009	20060419	0.0000	0.0000	0.0000	0.5600
SH500009	20050426	0.0000	0.0000	0.0000	0.1000
SH500009	20040624	0.0000	0.0000	0.0000	0.7500
SH500009	20040402	0.0000	0.0000	0.0000	0.2200
SH500009	20020405	0.0000	0.0000	0.0000	1.1000
SH500009	20010406	0.0000	0.0000	0.0000	3.2000
SH500009	20000407	0.0000	0.0000	0.0000	0.3500
SH500011	20110422	0.0000	0.0000	0.0000	0.7600
SH500011	20100324	0.0000	0.0000	0.0000	0.2500
SH500011	20080428	0.0000	0.0000	0.0000	12.0400
SH500011	20080328	0.0000	0.0000	0.0000	2.0000
SH500011	20070322	0.0000	0.0000	0.0000	1.3000
SH500011	20061101	0.0000	0.0000	0.0000	0.4000
SH500011	20041230	0.0000	0.0000	0.0000	0.3000
SH500011	20020405	0.0000	0.0000	0.0000	0.6800
SH500011	20010409	0.0000	0.0000	0.0000	2.0400
SH500015	20110426	0.0000	0.0000	0.0000	0.7500
SH500015	20100119	0.0000	0.0000	0.0000	3.0300
SH500015	20090410	0.0000	0.0000	0.0000	1.7900
SH500015	20080411	0.0000	0.0000	0.0000	4.9000
SH500015	20070831	0.0000	0.0000	0.0000	1.0000
SH500015	20070405	0.0000	0.0000	0.0000	2.2160
SH500015	20010406	0.0000	0.0000	0.0000	1.7000
SH500018	20110407	0.0000	0.0000	0.0000	1.0500
SH500018	20100201	0.0000	0.0000	0.0000	1.8000
SH500018	20080425	0.0000	0.0000	0.0000	3.0900
SH500018	20080416	0.0000	0.0000	0.0000	3.0000
SH500018	20080403	0.0000	0.0000	0.0000	3.0000
SH500018	20080320	0.0000	0.0000	0.0000	3.0000
SH500018	20070906	0.0000	0.0000	0.0000	2.0000
SH500018	20070406	0.0000	0.0000	0.0000	2.1600
SH500018	20070118	0.0000	0.0000	0.0000	1.0000
SH500018	20040406	0.0000	0.0000	0.0000	0.9600
SH500018	20020408	0.0000	0.0000	0.0000	0.7600
SH500018	20010406	0.0000	0.0000	0.0000	2.5100
SH500038	20110124	0.0000	0.0000	0.0000	2.3000
SH500038	20100205	0.0000	0.0000	0.0000	3.3000
SH500038	20090414	0.0000	0.0000	0.0000	1.0000
SH500038	20080403	0.0000	0.0000	0.0000	10.0000
SH500038	20070907	0.0000	0.0000	0.0000	3.0000
SH500038	20070402	0.0000	0.0000	0.0000	1.6000
SH500038	20061221	0.0000	0.0000	0.0000	1.4000
SH500038	20050406	0.0000	0.0000	0.0000	0.2300
SH500038	20020821	0.0000	0.0000	0.0000	0.3000
SH500056	20110421	0.0000	0.0000	0.0000	0.5000
SH500056	20100407	0.0000	0.0000	0.0000	3.6000
SH500056	20080417	0.0000	0.0000	0.0000	9.1000
SH500056	20080402	0.0000	0.0000	0.0000	8.0000
SH500056	20071112	0.0000	0.0000	0.0000	1.5000
SH500056	20070409	0.0000	0.0000	0.0000	4.8000
SH500056	20060407	0.0000	0.0000	0.0000	0.7000
SH500056	20041231	0.0000	0.0000	0.0000	0.6000
SH500056	20040630	0.0000	0.0000	0.0000	0.2000
SH500056	20020905	0.0000	0.0000	0.0000	0.1200
SH500058	20110407	0.0000	0.0000	0.0000	0.0700
SH500058	20100401	0.0000	0.0000	0.0000	0.6000
SH500058	20091211	0.0000	0.0000	0.0000	1.1500
SH500058	20090811	0.0000	0.0000	0.0000	0.1600
SH500058	20080408	0.0000	0.0000	0.0000	6.0000
SH500058	20071031	0.0000	0.0000	0.0000	2.0000
SH500058	20070831	0.0000	0.0000	0.0000	4.5000
SH500058	20070619	0.0000	0.0000	0.0000	4.5000
SH500058	20070409	0.0000	0.0000	0.0000	3.2000
SH500058	20060525	0.0000	0.0000	0.0000	0.6000
SH500058	20050425	0.0000	0.0000	0.0000	0.1000
SH500058	20041230	0.0000	0.0000	0.0000	0.1000
SH500058	20040629	0.0000	0.0000	0.0000	0.2000
SH500058	20031222	0.0000	0.0000	0.0000	0.2000
SH500058	20030624	0.0000	0.0000	0.0000	0.2000
SH510010	20091204	0.0000	11.1320	0.0000	0.0000
SH510020	20100126	0.0000	36.8820	0.0000	0.0000
SH510030	20100514	0.0000	3.4230	0.0000	0.0000
SH510050	20120516	0.0000	0.0000	0.0000	0.1100
SH510050	20101116	0.0000	0.0000	0.0000	0.2600
SH510050	20081119	0.0000	0.0000	0.0000	0.6000
SH510050	20061116	0.0000	0.0000	0.0000	0.3700
SH510050	20060519	0.0000	0.0000	0.0000	0.2400
SH510050	20050204	0.0000	11.8380	0.0000	0.0000
SH510060	20090928	0.0000	6.3960	0.0000	0.0000
SH510070	20101013	0.0000	8.5710	0.0000	0.0000
SH510090	20100709	0.0000	11.9300	0.0000	0.0000
SH510110	20101101	0.0000	4.0130	0.0000	0.0000
SH510120	20110518	0.0000	4.2130	0.0000	0.0000
SH510130	20100528	0.0000	3.4390	0.0000	0.0000
SH510150	20110211	0.0000	3.2960	0.0000	0.0000
SH510160	20101015	0.0000	24.8790	0.0000	0.0000
SH510170	20110107	0.0000	3.1020	0.0000	0.0000
SH510180	20090519	0.0000	90.0000	0.0000	0.0000
SH510180	20090413	0.0000	0.0000	0.0000	1.4900
SH510180	20061123	0.0000	0.0000	0.0000	0.4500
SH510180	20060510	0.0000	3.7270	0.0000	0.0000
SH510190	20101217	0.0000	3.8320	0.0000	0.0000
SH510210	20110311	0.0000	3.4220	0.0000	0.0000
SH510220	20110311	0.0000	2.7330	0.0000	0.0000
SH510230	20110506	0.0000	2.8400	0.0000	0.0000
SH510270	20110728	0.0000	11.6690	0.0000	0.0000
SH510300	20120511	0.0370	0.0000	0.0000	0.0000
SH510880	20111024	0.0000	0.0000	0.0000	0.3500
SH510880	20101022	0.0000	0.0000	0.0000	0.2100
SH510880	20100715	0.0000	0.0000	0.0000	0.2000
SH510880	20091022	0.0000	0.0000	0.0000	0.2300
SH510880	20090324	0.0000	0.0000	0.0000	0.2400
SH510880	20070110	0.0000	6.5530	0.0000	0.0000
SH519001	20070510	0.0000	32.3260	0.0000	0.0000
SH519001	20060407	0.0000	0.0000	0.0000	1.8000
SH519001	20060206	0.0000	0.0000	0.0000	0.4000
SH519003	20070806	0.0000	0.0000	0.0000	7.6800
SH519003	20070202	0.0000	0.0000	0.0000	4.8700
SH519003	20070109	0.0000	0.0000	0.0000	3.0000
SH519003	20060517	0.0000	0.0000	0.0000	0.3000
SH519003	20060414	0.0000	0.0000	0.0000	0.3000
SH519005	20070821	0.0000	0.0000	0.0000	6.9700
SH519005	20070316	0.0000	0.0000	0.0000	2.2200
SH519005	20061218	0.0000	0.0000	0.0000	9.2000
SH519005	20060516	0.0000	0.0000	0.0000	0.5000
SH519005	20060411	0.0000	0.0000	0.0000	0.3500
SH519005	20060215	0.0000	0.0000	0.0000	0.2500
SH519007	20070829	0.0000	0.0000	0.0000	9.0300
SH519007	20070618	0.0000	0.0000	0.0000	4.0000
SH519007	20061212	0.0000	0.0000	0.0000	1.6300
SH519007	20061124	0.0000	0.0000	0.0000	0.2000
SH519007	20061025	0.0000	0.0000	0.0000	0.1000
SH519008	20110314	0.0000	0.0000	0.0000	1.5000
SH519008	20100324	0.0000	0.0000	0.0000	4.7000
SH519008	20080528	0.0000	0.0000	0.0000	11.3000
SH519008	20070330	0.0000	0.0000	0.0000	0.8000
SH519008	20070228	0.0000	0.0000	0.0000	1.0000
SH519008	20070208	0.0000	0.0000	0.0000	1.0000
SH519008	20070129	0.0000	0.0000	0.0000	1.0000
SH519008	20060417	0.0000	0.0000	0.0000	0.3000
SH519008	20060118	0.0000	0.0000	0.0000	0.2000
SH519011	20110425	0.0000	0.0000	0.0000	1.5000
SH519011	20100426	0.0000	0.0000	0.0000	0.0200
SH519011	20070810	0.0000	0.0000	0.0000	1.6700
SH519011	20070704	0.0000	32.9550	0.0000	0.0000
SH519011	20060516	0.0000	0.0000	0.0000	0.7000
SH519011	20060414	0.0000	0.0000	0.0000	0.8000
SH519011	20060207	0.0000	0.0000	0.0000	0.2500
SH519011	20051209	0.0000	0.0000	0.0000	0.1500
SH519011	20050620	0.0000	0.0000	0.0000	0.2000
SH519011	20041210	0.0000	0.0000	0.0000	0.5000
SH519011	20040624	0.0000	0.0000	0.0000	0.4500
SH519011	20040212	0.0000	0.0000	0.0000	0.3000
SH519011	20031217	0.0000	0.0000	0.0000	0.1500
SH519013	20101221	0.0000	0.0000	0.0000	1.5000
SH519013	20091207	0.0000	0.0000	0.0000	2.0000
SH519013	20080715	0.0000	0.0000	0.0000	1.0000
SH519013	20080305	0.0000	0.0000	0.0000	2.0000
SH519013	20070117	0.0000	0.0000	0.0000	4.5600
SH519015	20081225	0.0000	0.0000	0.0000	3.2000
SH519017	20110119	0.0000	0.0000	0.0000	0.6100
SH519017	20100120	0.0000	0.0000	0.0000	0.0500
SH519017	20080325	0.0000	0.0000	0.0000	3.5000
SH519017	20080219	0.0000	0.0750	0.0000	0.0000
SH519017	20070820	0.0000	0.0750	0.0000	0.0000
SH519017	20070129	0.0000	17.0240	0.0000	0.0000
SH519018	20110318	0.0000	0.0000	0.0000	0.7000
SH519018	20100222	0.0000	0.0000	0.0000	0.8000
SH519018	20070815	0.0000	25.9750	0.0000	0.0000
SH519018	20070803	0.0000	0.0000	0.0000	1.0000
SH519018	20070228	0.0000	0.0000	0.0000	1.0000
SH519019	20110119	0.0000	0.0000	0.0000	0.5900
SH519019	20080117	0.0000	39.7900	0.0000	0.0000
SH519021	20110119	0.0000	0.0000	0.0000	1.0100
SH519021	20100115	0.0000	0.0000	0.0000	0.1600
SH519021	20091228	0.0000	0.0000	0.0000	2.0000
SH519021	20080527	0.0000	0.0750	0.0000	0.0000
SH519021	20071127	0.0000	0.0750	0.0000	0.0000
SH519021	20070424	0.0000	16.4460	0.0000	0.0000
SH519023	20110615	0.0000	0.0000	0.0000	0.1100
SH519023	20110315	0.0000	0.0000	0.0000	0.2000
SH519023	20101215	0.0000	0.0000	0.0000	0.2000
SH519023	20100915	0.0000	0.0000	0.0000	0.2000
SH519023	20100617	0.0000	0.0000	0.0000	0.2000
SH519025	20110608	0.0000	0.0000	0.0000	1.5000
SH519029	20070202	0.0000	0.0000	0.0000	5.4500
SH519029	20060929	0.0000	0.0000	0.0000	1.6000
SH519035	20070913	0.0000	0.0000	0.0000	0.5000
SH519035	20070817	0.0000	0.0000	0.0000	2.0800
SH519035	20070524	0.0000	26.7610	0.0000	0.0000
SH519039	20071120	0.0000	28.6550	0.0000	0.0000
SH519066	20110314	0.0000	0.0000	0.0000	1.8000
SH519066	20100322	0.0000	0.0000	0.0000	1.1000
SH519066	20090420	0.0000	0.0000	0.0000	0.3000
SH519068	20110314	0.0000	0.0000	0.0000	0.6000
SH519068	20100222	0.0000	0.0000	0.0000	0.3000
SH519068	20070913	0.0000	0.0000	0.0000	0.5000
SH519068	20070829	0.0000	0.0000	0.0000	1.0000
SH519069	20110318	0.0000	0.0000	0.0000	0.9000
SH519069	20100322	0.0000	0.0000	0.0000	0.8000
SH519078	20110624	0.0000	0.0000	0.0000	0.7000
SH519078	20100629	0.0000	0.0000	0.0000	0.5000
SH519078	20090331	0.0000	0.0000	0.0000	0.2000
SH519078	20081203	0.0000	0.0000	0.0000	0.3000
SH519087	20080103	0.0000	16.0860	0.0000	0.0000
SH519087	20070511	0.0000	0.0000	0.0000	0.6600
SH519087	20070424	0.0000	0.0000	0.0000	0.6000
SH519087	20070213	0.0000	0.0000	0.0000	0.6500
SH519087	20070205	0.0000	0.0000	0.0000	2.1000
SH519087	20070116	0.0000	0.0000	0.0000	0.8600
SH519087	20070109	0.0000	0.0000	0.0000	4.0000
SH519087	20060616	0.0000	0.0000	0.0000	0.5400
SH519087	20060607	0.0000	0.0000	0.0000	0.6700
SH519087	20060524	0.0000	0.0000	0.0000	0.8000
SH519087	20060517	0.0000	0.0000	0.0000	0.4300
SH519087	20060214	0.0000	0.0000	0.0000	0.4000
SH519087	20060119	0.0000	0.0000	0.0000	0.2000
SH519089	20100326	0.0000	0.0000	0.0000	3.5000
SH519089	20090206	0.0000	0.0000	0.0000	0.5000
SH519100	20100120	0.0000	0.0000	0.0000	0.5000
SH519100	20080317	0.0000	0.0000	0.0000	5.3000
SH519100	20070208	0.0000	0.0000	0.0000	0.4000
SH519111	20100903	0.0000	0.0000	0.0000	0.1000
SH519113	20101109	0.0000	0.0000	0.0000	0.6000
SH519180	20080118	0.0000	0.0000	0.0000	0.5000
SH519180	20071017	0.0000	0.0000	0.0000	8.9000
SH519180	20070907	0.0000	0.0000	0.0000	5.7000
SH519180	20070116	0.0000	0.0000	0.0000	7.0000
SH519180	20060817	0.0000	0.0000	0.0000	0.8000
SH519180	20040202	0.0000	0.0000	0.0000	0.3500
SH519180	20040107	0.0000	0.0000	0.0000	0.1500
SH519181	20070806	0.0000	0.0000	0.0000	1.0000
SH519181	20070719	0.0000	17.4800	0.0000	0.0000
SH519181	20070312	0.0000	0.0000	0.0000	1.0000
SH519183	20091117	0.0000	0.0000	0.0000	4.7000
SH519183	20081230	0.0000	0.0000	0.0000	0.2000
SH519185	20100118	0.0000	0.0000	0.0000	0.8000
SH519186	20101214	0.0000	0.0000	0.0000	0.7000
SH519300	20100120	0.0000	0.0000	0.0000	0.9000
SH519300	20070411	0.0000	0.0000	0.0000	6.1000
SH519300	20070406	0.0000	0.0000	0.0000	7.1000
SH519519	20100430	0.0000	0.0000	0.0000	0.5000
SH519519	20091228	0.0000	0.0000	0.0000	0.3000
SH519519	20090420	0.0000	0.0000	0.0000	0.4700
SH519519	20080108	0.0000	0.0000	0.0000	0.1600
SH519519	20070924	0.0000	0.0000	0.0000	0.0300
SH519519	20070625	0.0000	0.0000	0.0000	0.0400
SH519519	20070305	0.0000	0.0000	0.0000	0.0600
SH519519	20061128	0.0000	0.0000	0.0000	0.0200
SH519519	20060925	0.0000	0.0000	0.0000	0.0100
SH519519	20060717	0.0000	0.0000	0.0000	0.0100
SH519666	20110117	0.0000	0.0000	0.0000	0.0300
SH519666	20101028	0.0000	0.0000	0.0000	0.1900
SH519666	20100422	0.0000	0.0000	0.0000	0.1800
SH519666	20100126	0.0000	0.0000	0.0000	0.2000
SH519666	20091103	0.0000	0.0000	0.0000	0.1600
SH519666	20090727	0.0000	0.0000	0.0000	0.3000
SH519666	20090608	0.0000	0.0000	0.0000	0.2900
SH519666	20090324	0.0000	0.0000	0.0000	0.2200
SH519666	20081223	0.0000	0.0000	0.0000	0.1500
SH519666	20080922	0.0000	0.0000	0.0000	0.1700
SH519666	20080623	0.0000	0.0000	0.0000	0.3100
SH519666	20080326	0.0000	0.0000	0.0000	0.3800
SH519666	20071126	0.0000	0.0000	0.0000	0.1000
SH519666	20070820	0.0000	0.0000	0.0000	0.1000
SH519668	20110114	0.0000	0.0000	0.0000	2.8000
SH519668	20100121	0.0000	0.0000	0.0000	1.9500
SH519668	20090526	0.0000	0.0000	0.0000	0.8000
SH519670	20110114	0.0000	0.0000	0.0000	2.1000
SH519670	20100120	0.0000	0.0000	0.0000	1.5000
SH519680	20110112	0.0000	0.0000	0.0000	0.6600
SH519680	20101210	0.0000	0.0000	0.0000	0.2000
SH519680	20100119	0.0000	0.0000	0.0000	0.5000
SH519680	20091111	0.0000	0.0000	0.0000	0.5000
SH519680	20090227	0.0000	0.0000	0.0000	0.4100
SH519680	20081114	0.0000	0.0000	0.0000	0.3000
SH519688	20100118	0.0000	0.0000	0.0000	1.5000
SH519688	20080403	0.0000	0.0000	0.0000	0.6000
SH519688	20070713	0.0000	0.0000	0.0000	2.8000
SH519688	20070126	0.0000	22.5580	0.0000	0.0000
SH519688	20061229	0.0000	0.0000	0.0000	3.0000
SH519688	20060607	0.0000	0.0000	0.0000	0.6000
SH519688	20060220	0.0000	0.0000	0.0000	0.4000
SH519690	20100115	0.0000	0.0000	0.0000	6.2500
SH519690	20080403	0.0000	0.0000	0.0000	7.8000
SH519690	20061229	0.0000	0.0000	0.0000	0.5000
SH519692	20100115	0.0000	0.0000	0.0000	0.6500
SH519692	20071218	0.0000	0.0000	0.0000	1.8000
SH519698	20110112	0.0000	0.0000	0.0000	0.3000
SH519698	20100118	0.0000	0.0000	0.0000	0.2500
SH519700	20110112	0.0000	0.0000	0.0000	0.1500
SH519989	20101217	0.0000	0.0000	0.0000	0.8000
SH519989	20100315	0.0000	0.0000	0.0000	0.2000
SH519989	20091223	0.0000	0.0000	0.0000	0.2000
SH519991	20090729	0.0000	0.0000	0.0000	1.0000
SH519991	20090706	0.0000	0.0000	0.0000	0.8000
SH519991	20090603	0.0000	0.0000	0.0000	0.8000
SH519991	20090424	0.0000	0.0000	0.0000	0.4000
SH519993	20071016	0.0000	0.0000	0.0000	0.1000
SH519993	20070827	0.0000	0.0000	0.0000	0.1000
SH519993	20070626	0.0000	0.0000	0.0000	10.3900
SH519993	20070525	0.0000	0.0000	0.0000	0.1000
SH519993	20070411	0.0000	0.0000	0.0000	0.1000
SH519993	20070130	0.0000	0.0000	0.0000	0.6000
SH519993	20061228	0.0000	0.0000	0.0000	0.2000
SH519993	20061211	0.0000	0.0000	0.0000	0.8000
SH600000	20120626	0.0000	0.0000	0.0000	3.0000
SH600000	20110603	3.0000	0.0000	0.0000	1.6000
SH600000	20100610	3.0000	0.0000	0.0000	1.5000
SH600000	20090609	4.0000	0.0000	0.0000	2.3000
SH600000	20080424	3.0000	0.0000	0.0000	1.6000
SH600000	20070718	0.0000	0.0000	0.0000	1.5000
SH600000	20060525	0.0000	0.0000	0.0000	1.3000
SH600000	20060512	3.0000	0.0000	0.0000	0.0000
SH600000	20050512	0.0000	0.0000	0.0000	1.2000
SH600000	20040520	0.0000	0.0000	0.0000	1.1000
SH600000	20030623	0.0000	0.0000	0.0000	1.0000
SH600000	20020822	5.0000	0.0000	0.0000	2.0000
SH600000	20000706	0.0000	0.0000	0.0000	1.5000
SH600004	20120725	0.0000	0.0000	0.0000	3.5000
SH600004	20110817	0.0000	0.0000	0.0000	3.0000
SH600004	20100819	0.0000	0.0000	0.0000	2.6000
SH600004	20090806	0.0000	0.0000	0.0000	1.7000
SH600004	20080805	0.0000	0.0000	0.0000	1.8000
SH600004	20070823	0.0000	0.0000	0.0000	1.5000
SH600004	20060721	0.0000	0.0000	0.0000	1.0000
SH600004	20051220	1.9000	0.0000	0.0000	0.0000
SH600004	20050715	0.0000	0.0000	0.0000	2.5000
SH600004	20040713	0.0000	0.0000	0.0000	1.0000
SH600005	20120625	0.0000	0.0000	0.0000	0.5000
SH600005	20110623	0.0000	0.0000	0.0000	1.0000
SH600005	20110407	0.0000	3.0000	3.7000	0.0000
SH600005	20100623	0.0000	0.0000	0.0000	1.0000
SH600005	20090623	0.0000	0.0000	0.0000	2.2000
SH600005	20080623	0.0000	0.0000	0.0000	3.8000
SH600005	20070626	0.0000	0.0000	0.0000	3.0000
SH600005	20060609	0.0000	0.0000	0.0000	3.0000
SH600005	20051121	2.5000	0.0000	0.0000	0.0000
SH600005	20050523	0.0000	0.0000	0.0000	2.5000
SH600005	20041018	10.0000	0.0000	0.0000	0.0000
SH600005	20040422	0.0000	0.0000	0.0000	2.3000
SH600005	20030609	2.0000	0.0000	0.0000	0.5000
SH600005	20020603	0.0000	0.0000	0.0000	2.8000
SH600005	20010601	0.0000	0.0000	0.0000	2.8000
SH600005	20000808	0.0000	0.0000	0.0000	2.5000
SH600006	20120618	0.0000	0.0000	0.0000	0.5000
SH600006	20110621	0.0000	0.0000	0.0000	1.2000
SH600006	20100621	0.0000	0.0000	0.0000	0.6000
SH600006	20090622	0.0000	0.0000	0.0000	0.9000
SH600006	20080623	0.0000	0.0000	0.0000	1.5000
SH600006	20070719	0.0000	0.0000	0.0000	1.2000
SH600006	20061113	3.3000	0.0000	0.0000	0.0000
SH600006	20060620	0.0000	0.0000	0.0000	0.8000
SH600006	20050628	0.0000	0.0000	0.0000	0.7500
SH600006	20040611	10.0000	0.0000	0.0000	2.0000
SH600006	20030602	0.0000	0.0000	0.0000	2.0000
SH600006	20020522	0.0000	0.0000	0.0000	2.0000
SH600006	20011030	0.0000	0.0000	0.0000	0.5000
SH600006	20010613	0.0000	0.0000	0.0000	2.0000
SH600006	20000626	0.0000	0.0000	0.0000	1.0000
SH600007	20120530	0.0000	0.0000	0.0000	1.3000
SH600007	20110530	0.0000	0.0000	0.0000	0.9000
SH600007	20100531	0.0000	0.0000	0.0000	1.4000
SH600007	20090609	0.0000	0.0000	0.0000	1.5000
SH600007	20080526	0.0000	0.0000	0.0000	1.5000
SH600007	20070621	0.0000	0.0000	0.0000	1.2000
SH600007	20060616	0.0000	0.0000	0.0000	2.0000
SH600007	20060428	2.5000	0.0000	0.0000	0.0000
SH600007	20050616	0.0000	0.0000	0.0000	1.9500
SH600007	20040611	0.0000	0.0000	0.0000	1.5500
SH600007	20030612	0.0000	0.0000	0.0000	1.0400
SH600007	20020619	0.0000	0.0000	0.0000	1.0400
SH600007	20010717	0.0000	0.0000	0.0000	1.0400
SH600007	20000714	0.0000	0.0000	0.0000	1.2500
SH600007	19990629	0.0000	0.0000	0.0000	1.0400
SH600008	20120601	0.0000	0.0000	0.0000	1.3000
SH600008	20110531	0.0000	0.0000	0.0000	1.3000
SH600008	20100504	0.0000	0.0000	0.0000	1.2000
SH600008	20090507	0.0000	0.0000	0.0000	1.1000
SH600008	20080620	0.0000	0.0000	0.0000	1.6000
SH600008	20070604	0.0000	0.0000	0.0000	1.7000
SH600008	20060602	0.0000	0.0000	0.0000	1.8000
SH600008	20060419	3.0000	0.0000	0.0000	0.0000
SH600008	20050617	10.0000	0.0000	0.0000	1.2000
SH600008	20040601	0.0000	0.0000	0.0000	3.1500
SH600008	20030429	0.0000	0.0000	0.0000	3.5000
SH600008	20020430	0.0000	0.0000	0.0000	3.6000
SH600008	20010601	0.0000	0.0000	0.0000	3.3400
SH600009	20120813	0.0000	0.0000	0.0000	6.0000
SH600009	20110812	0.0000	0.0000	0.0000	1.0000
SH600009	20100804	0.0000	0.0000	0.0000	0.5000
SH600009	20090805	0.0000	0.0000	0.0000	0.5000
SH600009	20080730	0.0000	0.0000	0.0000	1.0000
SH600009	20070822	0.0000	0.0000	0.0000	1.5000
SH600009	20061207	0.0000	0.0000	0.0000	1.0000
SH600009	20060821	0.0000	0.0000	0.0000	1.5000
SH600009	20060302	1.9000	0.0000	0.0000	0.0000
SH600009	20050523	0.0000	0.0000	0.0000	1.0000
SH600009	20040722	0.0000	0.0000	0.0000	0.9600
SH600009	20031226	3.0000	0.0000	0.0000	0.0000
SH600009	20030811	0.0000	0.0000	0.0000	1.9900
SH600009	20020726	0.0000	0.0000	0.0000	1.5000
SH600009	20010629	0.0000	0.0000	0.0000	2.9300
SH600009	19981203	5.0000	0.0000	0.0000	0.0000
SH600010	20120517	0.0000	0.0000	0.0000	0.3000
SH600010	20110629	0.0000	0.0000	0.0000	0.1200
SH600010	20090714	0.0000	0.0000	0.0000	0.5000
SH600010	20080612	0.0000	0.0000	0.0000	1.0000
SH600010	20070612	0.0000	0.0000	0.0000	0.5500
SH600010	20060711	0.0000	0.0000	0.0000	0.8000
SH600010	20060328	1.6000	0.0000	0.0000	0.0000
SH600010	20051114	10.0000	0.0000	0.0000	2.0000
SH600010	20040608	0.0000	0.0000	0.0000	2.5000
SH600010	20030416	0.0000	0.0000	0.0000	1.5000
SH600010	20020620	0.0000	0.0000	0.0000	1.0000
SH600010	20010622	0.0000	0.0000	0.0000	1.0000
SH600011	20120628	0.0000	0.0000	0.0000	0.5000
SH600011	20110623	0.0000	0.0000	0.0000	2.0000
SH600011	20100706	0.0000	0.0000	0.0000	2.1000
SH600011	20090701	0.0000	0.0000	0.0000	1.0000
SH600011	20080613	0.0000	0.0000	0.0000	3.0000
SH600011	20070604	0.0000	0.0000	0.0000	2.8000
SH600011	20060623	0.0000	0.0000	0.0000	2.5000
SH600011	20060419	3.0000	0.0000	0.0000	0.0000
SH600011	20050622	0.0000	0.0000	0.0000	2.5000
SH600011	20040524	10.0000	0.0000	0.0000	5.0000
SH600011	20030620	0.0000	0.0000	0.0000	3.4000
SH600011	20020620	0.0000	0.0000	0.0000	3.0000
SH600012	20120716	0.0000	0.0000	0.0000	2.1000
SH600012	20110614	0.0000	0.0000	0.0000	2.1000
SH600012	20100621	0.0000	0.0000	0.0000	2.0000
SH600012	20090602	0.0000	0.0000	0.0000	2.3000
SH600012	20080625	0.0000	0.0000	0.0000	2.0000
SH600012	20070626	0.0000	0.0000	0.0000	2.5000
SH600012	20060718	0.0000	0.0000	0.0000	2.8000
SH600012	20060403	2.0000	0.0000	0.0000	4.3500
SH600012	20050715	0.0000	0.0000	0.0000	1.0000
SH600012	20040618	0.0000	0.0000	0.0000	0.6000
SH600012	20030711	0.0000	0.0000	0.0000	0.3000
SH600015	20120518	0.0000	0.0000	0.0000	2.5000
SH600015	20110421	0.0000	0.0000	0.0000	2.0000
SH600015	20100520	0.0000	0.0000	0.0000	1.3000
SH600015	20090616	0.0000	0.0000	0.0000	1.3000
SH600015	20080506	0.0000	0.0000	0.0000	1.1000
SH600015	20070417	0.0000	0.0000	0.0000	1.1000
SH600015	20060606	3.0000	0.0000	0.0000	0.0000
SH600015	20060331	0.0000	0.0000	0.0000	1.1000
SH600015	20050602	0.0000	0.0000	0.0000	1.0000
SH600015	20040521	2.0000	0.0000	0.0000	0.1000
